"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"02464";"zink sulfaat";"zinc sulfate";"zink";"heptahydraat";"sulfaat";"zinc";"heptahydraté";"sulfate";true;false
"02441";"zonisamide";"zonisamide";"zonisamide";;;"zonisamide";;;true;false
"02542";"larotrectinib";"larotrectinib";"larotrectinib";;;"larotrectinib";;;true;false
"02543";"larotrectinib sulfaat";"larotrectinib sulfate";"larotrectinib";;"sulfaat";"larotrectinib";;"sulfate";true;false
"02545";"trientine dihydrochloride";"trientine dichlorhydrate";"trientine";;"dihydrochloride";"trientine";;"dichlorhydrate";true;false
"02546";"brigatinib";"brigatinib";"brigatinib";;;"brigatinib";;;true;false
"02547";"tezacaftor";"tezacaftor";"tezacaftor";;;"tezacaftor";;;true;false
"02563";"givosiran";"givosiran";"givosiran";;;"givosiran";;;true;false
"02549";"acalabrutinib";"acalabrutinib";"acalabrutinib";;;"acalabrutinib";;;true;false
"02548";"voretigeen neparvovec";"voretigène néparvovec";"voretigeen neparvovec";"[biologisch, biosynthetisch]";;"voretigène néparvovec";"[biologique, biosynthétique]";;true;false
"02550";"gilteritinib";"giltéritinib";"gilteritinib";;;"giltéritinib";;;true;false
"02551";"gilteritinib fumaraat";"giltéritinib fumarate";"gilteritinib";;"fumaraat";"giltéritinib";;"fumarate";true;false
"02552";"luspatercept";"luspatercept";"luspatercept";"[biologisch, biosynthetisch]";;"luspatercept";"[biologique, biosynthétique]";;true;false
"02553";"mogamulizumab";"mogamulizumab";"mogamulizumab";"[biologisch, biosynthetisch]";;"mogamulizumab";"[biologique, biosynthétique]";;true;false
"02554";"ozanimod";"ozanimod";"ozanimod";;;"ozanimod";;;true;false
"02555";"ozanimod hydrochloride";"ozanimod chlorhydrate";"ozanimod";;"hydrochloride";"ozanimod";;"chlorhydrate";true;false
"02556";"galcanezumab";"galcanézumab";"galcanezumab";"[biologisch, biosynthetisch]";;"galcanézumab";"[biologique, biosynthétique]";;true;false
"02557";"erenumab";"érénumab";"erenumab";"[biologisch, biosynthetisch]";;"érénumab";"[biologique, biosynthétique]";;true;false
"02558";"teduglutide";"téduglutide";"teduglutide";"[biologisch, biosynthetisch]";;"téduglutide";"[biologique, biosynthétique]";;true;false
"02000";"indacaterol maleaat";"indacatérol maléate";"indacaterol";;"maleaat";"indacatérol";;"maléate";true;false
"01387";"pemetrexed dinatrium";"pémétrexed disodium";"pemetrexed";;"dinatrium";"pémétrexed";;"disodium";true;false
"02560";"pemetrexed diarginine";"pémétrexed diarginine";"pemetrexed";;"diarginine";"pémétrexed";;"diarginine";true;false
"02561";"lanadelumab";"lanadélumab";"lanadelumab";"[biologisch, biosynthetisch]";;"lanadélumab";"[biologique, biosynthétique]";;true;false
"02475";"Althaea radix (droog extract)";"Althaea radix (extrait sec)";"Althaea radix";"droog extract kruidensubstantie-extractverhouding = 7-9 : 1 [plantaardig]";;"Althaea radix";"extrait sec rapport substance végétale/extrait = 7-9 : 1 [végétal]";;true;false
"02014";"Althaea radix (vloeibaar extract)";"Althaea radix (extrait fluide)";"Althaea radix";"vloeibaar extract kruidensubstantie-extractverhouding = 1 : 12-14 [plantaardig]";;"Althaea radix";"extrait fluide rapport substance végétale/extrait = 1 : 12-14 [végétal]";;true;false
"02564";"givosiran natrium";"givosiran sodium";"givosiran";;"natrium";"givosiran";;"sodium";true;false
"02562";"fremanezumab";"frémanezumab";"fremanezumab";"[biologisch, biosynthetisch]";;"frémanezumab";"[biologique, biosynthétique]";;true;false
"02565";"sonidegib";"sonidégib";"sonidegib";;;"sonidégib";;;true;false
"02566";"sonidegib fosfaat";"sonidégib phosphate";"sonidegib";;"fosfaat";"sonidégib";;"phosphate";true;false
"02567";"ceftolozaan";"ceftolozane";"ceftolozaan";;;"ceftolozane";;;true;false
"02568";"ceftolozaan sulfaat";"ceftolozane sulfate";"ceftolozaan";;"sulfaat";"ceftolozane";;"sulfate";true;false
"02569";"estetrol";"estétrol";"estetrol";"watervrij";;"estétrol";"anhydre";;true;false
"02570";"estetrol";"estétrol";"estetrol";"monohydraat";;"estétrol";"monohydraté";;true;false
"02571";"apalutamide";"apalutamide";"apalutamide";;;"apalutamide";;;true;false
"02572";"cabotegravir";"cabotégravir";"cabotegravir";;;"cabotégravir";;;true;false
"02573";"cabotegravir natrium";"cabotégravir sodium";"cabotegravir";;"natrium";"cabotégravir";;"sodium";true;false
"02577";"avatrombopag";"avatrombopag";"avatrombopag";;;"avatrombopag";;;true;false
"02578";"avatrombopag maleaat";"avatrombopag maléate";"avatrombopag";;"maleaat";"avatrombopag";;"maléate";true;false
"02579";"alpelisib";"alpélisib";"alpelisib";;;"alpélisib";;;true;false
"02580";"darolutamide";"darolutamide";"darolutamide";;;"darolutamide";;;true;false
"02467";"damoctocog alfa pegol";"damoctocog alfa pégol";"damoctocog alfa";"[biologisch, biosynthetisch]";"pegol";"damoctocog alfa";"[biologique, biosynthétique]";"pégol";true;false
"02438";"rurioctocog alfa pegol";"rurioctocog alfa pégol";"rurioctocog alfa";"[biologisch, biosynthetisch]";"pegol";"rurioctocog alfa";"[biologique, biosynthétique]";"pégol";true;false
"02581";"niraparib";"niraparib";"niraparib";;;"niraparib";;;true;false
"02582";"niraparib tosylaat";"niraparib tosylate";"niraparib";"monohydraat";"tosylaat";"niraparib";"monohydraté";"tosylate";true;false
"02583";"turoctocog alfa pegol";"turoctocog alfa pégol";"turoctocog alfa";"[biologisch, biosynthetisch]";"pegol";"turoctocog alfa";"[biologique, biosynthétique]";"pégol";true;false
"02584";"entrectinib";"entrectinib";"entrectinib";;;"entrectinib";;;true;false
"00728";"flucloxacilline natrium";"flucloxacilline sodium";"flucloxacilline";"monohydraat";"natrium";"flucloxacilline";"monohydraté";"sodium";true;false
"02585";"flucloxacilline natrium";"flucloxacilline sodium";"flucloxacilline";"watervrij";"natrium";"flucloxacilline";"anhydre";"sodium";true;false
"02544";"COVID-19 virus (Ad26.COV2-S adenovirus )";"virus de la COVID-19 (adénovirus Ad26.COV2-S)";"COVID-19 virus";"Ad26.COV2-S adenovirus  [biologisch, biosynthetisch]";;"virus de la COVID-19";"adénovirus Ad26.COV2-S [biologique, biosynthétique]";;true;false
"02174";"Harpagophytum procumbens";"Harpagophytum procumbens";"Harpagophytum procumbens";"[plantaardig]";;"Harpagophytum procumbens";"[végétal]";;true;false
"02606";"ponesimod";"ponésimod";"ponesimod";;;"ponésimod";;;true;false
"02587";"baloxavir";"baloxavir";"baloxavir";;;"baloxavir";;;true;false
"02586";"baloxavir marboxil";"baloxavir marboxil";"baloxavir";;"marboxil";"baloxavir";;"marboxil";true;false
"02349";"alectinib hydrochloride";"alectinib chlorhydrate";"alectinib";;"hydrochloride";"alectinib";;"chlorhydrate";true;false
"02152";"benzododecinium chloride";"benzododécinium chlorure";"benzododecinium";;"chloride";"benzododécinium";;"chlorure";true;false
"02361";"ixazomib citraat";"ixazomib citrate";"ixazomib";;"citraat";"ixazomib";;"citrate";true;false
"02326";"migalastat hydrochloride";"migalastat chlorhydrate";"migalastat";;"hydrochloride";"migalastat";;"chlorhydrate";true;false
"02588";"siponimod";"siponimod";"siponimod";;;"siponimod";;;true;false
"02589";"siponimod fumaraat";"siponimod fumarate";"siponimod";;"fumaraat";"siponimod";;"fumarate";true;false
"02590";"ijzer";"fer";"ijzer";;;"fer";;;true;false
"02591";"pyrofosfaat natrium";"pyrophosphate sodium";"pyrofosfaat";"watervrij";"natrium";"pyrophosphate";"anhydre";"sodium";true;false
"02592";"pyrofosfaat natrium";"pyrophosphate sodium";"pyrofosfaat";"decahydraat";"natrium";"pyrophosphate";"décahydraté";"sodium";true;false
"02593";"joflupaan (I-123)";"ioflupane (I-123)";"joflupaan (I-123)";;;"ioflupane (I-123)";;;true;false
"02594";"lisdexamfetamine";"lisdexamfétamine";"lisdexamfetamine";;;"lisdexamfétamine";;;true;false
"02595";"lisdexamfetamine dimesylaat";"lisdexamfétamine dimésylate";"lisdexamfetamine";;"dimesylaat";"lisdexamfétamine";;"dimésylate";true;false
"02596";"dexmedetomidine hydrochloride";"dexmédétomidine chlorhydrate";"dexmedetomidine";;"hydrochloride";"dexmédétomidine";;"chlorhydrate";true;false
"02597";"romosozumab";"romosozumab";"romosozumab";"[biologisch, biosynthetisch]";;"romosozumab";"[biologique, biosynthétique]";;true;false
"02598";"onasemnogene abeparvovec";"onasemnogène abéparvovec";"onasemnogene abeparvovec";"[biologisch, biosynthetisch]";;"onasemnogène abéparvovec";"[biologique, biosynthétique]";;true;false
"02599";"chloormethine";"chlorméthine";"chloormethine";;;"chlorméthine";;;true;false
"02600";"chloormethine hydrochloride";"chlorméthine chlorhydrate";"chloormethine";;"hydrochloride";"chlorméthine";;"chlorhydrate";true;false
"02601";"tralokinumab";"tralokinumab";"tralokinumab";"[biologisch, biosynthetisch]";;"tralokinumab";"[biologique, biosynthétique]";;true;false
"02603";"etheendicysteïne";"éthylènedicystéine";"etheendicysteïne";;;"éthylènedicystéine";;;true;false
"02607";"bimekizumab";"bimékizumab";"bimekizumab";"[biologisch, biosynthetisch]";;"bimékizumab";"[biologique, biosynthétique]";;true;false
"01880";"brentuximab vedotine";"brentuximab védotine";"brentuximab vedotine";"[biologisch, biosynthetisch]";;"brentuximab védotine";"[biologique, biosynthétique]";;true;false
"02605";"belantamab mafodotin";"bélantamab mafodotine";"belantamab mafodotin";"[biologisch, biosynthetisch]";;"bélantamab mafodotine";"[biologique, biosynthétique]";;true;false
"02536";"fluocinolon acetonide";"fluocinolone acétonide";"fluocinolon";;"acetonide";"fluocinolone";;"acétonide";true;false
"02609";"feneticilline";"phénéticilline";"feneticilline";;;"phénéticilline";;;true;false
"02610";"feneticilline kalium";"phénéticilline potassium";"feneticilline";;"kalium";"phénéticilline";;"potassium";true;false
"02611";"selpercatinib";"selpercatinib";"selpercatinib";;;"selpercatinib";;;true;false
"02612";"fostemsavir";"fostemsavir";"fostemsavir";;;"fostemsavir";;;true;false
"02613";"fostemsavir trometamol";"fostemsavir trométamol";"fostemsavir";;"trometamol";"fostemsavir";;"trométamol";true;false
"02602";"bempedoïnezuur";"acide bempédoïque";"bempedoïnezuur";;;"acide bempédoïque";;;true;false
"02614";"ganirelix acetaat";"ganirélix acétate";"ganirelix";;"acetaat";"ganirélix";;"acétate";true;false
"02615";"sferoïden van autologe chondrocyten (matrix-geassocieerde)";"sphéroïdes de chondrocytes autologues (associés à une matrice)";"sferoïden van autologe chondrocyten";"matrix-geassocieerde [biologisch, humaan kraakbeen]";;"sphéroïdes de chondrocytes autologues";"associés à une matrice [biologique, cartilage humain]";;true;false
"02604";"jodide (I-123) natrium";"iodure (I-123) sodium";"jodide (I-123)";;"natrium";"iodure (I-123)";;"sodium";true;false
"02616";"COVID-19 virus (spike-eiwit)";"virus de la COVID-19 (protéine Spike)";"COVID-19 virus";"spike-eiwit [biologisch, biosynthetisch]";;"virus de la COVID-19";"protéine Spike [biologique, biosynthétique]";;true;false
"02717";"anifrolumab";"anifrolumab";"anifrolumab";;;"anifrolumab";;;true;false
"02618";"jobenguaan (I-123)";"iobenguane (I-123)";"jobenguaan (I-123)";;;"iobenguane (I-123)";;;true;false
"02528";"COVID-19 virus (mRNA tozinameran, lipiden-nanopartikels)";"virus de la COVID-19 (ARNm tozinaméran, nanoparticules lipidiques)";"COVID-19 virus";"mRNA tozinameran, lipiden-nanopartikels [biologisch]";;"virus de la COVID-19";"ARNm tozinaméran, nanoparticules lipidiques [biologique]";;true;false
"02619";"tetrofosmine";"tétrofosmine";"tetrofosmine";;;"tétrofosmine";;;true;false
"02620";"COVID-19 virus (mRNA elasomeran, lipiden-nanopartikels)";"virus de la COVID-19 (ARNm élasoméran, nanoparticules lipidiques)";"COVID-19 virus";"mRNA elasomeran, lipiden-nanopartikels [biologisch]";;"virus de la COVID-19";"ARNm élasoméran, nanoparticules lipidiques [biologique]";;true;false
"02621";"fedratinib";"fédratinib";"fedratinib";;;"fédratinib";;;true;false
"02622";"fedratinib dihydrochloride";"fédratinib dichlorhydrate";"fedratinib";"monohydraat";"dihydrochloride";"fédratinib";"monohydraté";"dichlorhydrate";true;false
"02623";"isatuximab";"isatuximab";"isatuximab";"[biologisch, biosynthetisch]";;"isatuximab";"[biologique, biosynthétique]";;true;false
"02624";"mercaptoacetyltriglycine";"mercaptoacetyltriglycine";"mercaptoacetyltriglycine";;;"mercaptoacetyltriglycine";;;true;false
"02625";"oxidronzuur";"acide oxidronique";"oxidronzuur";;;"acide oxidronique";;;true;false
"02626";"oxidronaat dinatrium";"oxidronate disodium";"oxidronaat";;"dinatrium";"oxidronate";;"disodium";true;false
"02627";"grafiet";"graphite";"grafiet";;;"graphite";;;true;false
"02628";"exametazime";"examétazime";"exametazime";;;"examétazime";;;true;false
"02629";"nirmatrelvir";"nirmatrelvir";"nirmatrelvir";;;"nirmatrelvir";;;true;false
"00721";"flavonoïden (hesperidine; gemicroniseerd)";"flavonoïdes (hespéridine; micronisé)";"flavonoïden";"hesperidine; gemicroniseerd [plantaardig]";;"flavonoïdes";"hespéridine; micronisé [végétal]";;true;false
"00536";"diosmine (gemicroniseerd)";"diosmine (micronisé)";"diosmine";"gemicroniseerd [plantaardig]";;"diosmine";"micronisé [végétal]";;true;false
"02649";"risdiplam";"risdiplam";"risdiplam";;;"risdiplam";;;true;false
"02631";"dimercaptobarnsteenzuur";"acide dimercaptosuccinique";"dimercaptobarnsteenzuur";;;"acide dimercaptosuccinique";;;true;false
"02633";"tin(II) chloride";"étain(II) chlorure";"tin(II)";"watervrij";"chloride";"étain(II)";"anhydre";"chlorure";true;false
"02653";"gallium (Ga-68) chloride";"gallium (Ga-68) chlorure";"gallium (Ga-68)";;"chloride";"gallium (Ga-68)";;"chlorure";true;false
"01020";"lenalidomide";"lénalidomide";"lenalidomide";;;"lénalidomide";;;true;false
"02635";"lenalidomide hydrochloride";"lénalidomine chlorhydrate";"lenalidomide";"monohydraat";"hydrochloride";"lénalidomine";"monohydraté";"chlorhydrate";true;false
"02636";"pneumokokken, 15 types (geconjugeerd)";"pneumocoques, 15 types (conjugué)";"pneumokokken, 15 types";"geconjugeerd [bacterieel, biologisch]";;"pneumocoques, 15 types";"conjugué [bactérien, biologique]";;true;false
"01926";"pneumokokken, 13 types (geconjugeerd)";"pneumocoques, 13 types (conjugué)";"pneumokokken, 13 types";"geconjugeerd [bacterieel, biologisch]";;"pneumocoques, 13 types";"conjugué [bactérien, biologique]";;true;false
"02637";"pneumokokken, 15 types (polysachariden, geconjugeerd)";"pneumocoques, 15 types (polysaccharides, conjugué)";"pneumokokken, 15 types";"polysachariden, geconjugeerd [bacterieel, biologisch]";;"pneumocoques, 15 types";"polysaccharides, conjugué [bactérien, biologique]";;true;false
"02638";"carbamide (C-13)";"carbamide (C-13)";"carbamide (C-13)";;;"carbamide (C-13)";;;true;false
"02642";"tilmanocept";"tilmanocept";"tilmanocept";;;"tilmanocept";;;true;false
"02643";"tixagevimab";"tixagévimab";"tixagevimab";"[biologisch, biosynthetisch]";;"tixagévimab";"[biologique, biosynthétique]";;true;false
"02644";"cilgavimab";"cilgavimab";"cilgavimab";"[biologisch, biosynthetisch]";;"cilgavimab";"[biologique, biosynthétique]";;true;false
"02655";"technetium (Tc-99m)";"technétium (Tc-99m)";"technetium (Tc-99m)";;;"technétium (Tc-99m)";;;true;false
"02630";"tetrakis (2-methoxy-2-methylpropyl-1-isocyanide) koper (I) tetrafluoroboraat";"tétrakis (2-méthoxy-2-méthylpropyl-1-isocyanide) cuivre (I) tétrafluoroborate";"tetrakis (2-methoxy-2-methylpropyl-1-isocyanide) koper (I)";;"tetrafluoroboraat";"tétrakis (2-méthoxy-2-méthylpropyl-1-isocyanide) cuivre (I)";;"tétrafluoroborate";true;false
"02645";"betiatide";"bétiatide";"betiatide";;;"bétiatide";;;true;false
"02652";"germanium (Ge-68) chloride";"germanium (Ge-68) chlorure";"germanium (Ge-68)";;"chloride";"germanium (Ge-68)";;"chlorure";true;false
"02647";"indium (In-111) oxinaat";"indium (In-111) oxinate";"indium (In-111)";;"oxinaat";"indium (In-111)";;"oxinate";true;false
"02641";"radium (Ra-223) dichloride";"radium (Ra-223) dichlorure";"radium (Ra-223)";;"dichloride";"radium (Ra-223)";;"dichlorure";true;false
"02648";"indium (In-111) chloride";"indium (In-111) chlorure";"indium (In-111)";;"chloride";"indium (In-111)";;"chlorure";true;false
"02658";"fluorodopa (F-18)";"fluorodopa (F-18)";"fluorodopa (F-18)";;;"fluorodopa (F-18)";;;true;false
"02651";"yttrium (Y-90) chloride";"yttrium (Y-90) chlorure";"yttrium (Y-90)";;"chloride";"yttrium (Y-90)";;"chlorure";true;false
"02662";"pemigatinib";"pémigatinib";"pemigatinib";;;"pémigatinib";;;true;false
"02663";"abrocitinib";"abrocitinib";"abrocitinib";;;"abrocitinib";;;true;false
"02656";"pertechnetaat (Tc-99m) natrium";"pertechnétate (Tc-99m) sodium";"pertechnetaat (Tc-99m)";;"natrium";"pertechnétate (Tc-99m)";;"sodium";true;false
"02659";"bicisaat dihydrochloride";"bicisate dichlorhydrate";"bicisaat";;"dihydrochloride";"bicisate";;"dichlorhydrate";true;false
"02660";"edotreotide";"édotréotide";"edotreotide";;;"édotréotide";;;true;false
"02661";"pneumokokken, 20 types (polysachariden, geconjugeerd)";"pneumocoques, 20 types (polysaccharides, conjugué)";"pneumokokken, 20 types";"polysachariden, geconjugeerd [bacterieel, biologisch]";;"pneumocoques, 20 types";"polysaccharides, conjugué [bactérien, biologique]";;true;false
"02664";"amikacine sulfaat (in liposomen)";"amikacine sulfate (en liposomes)";"amikacine";"in liposomen";"sulfaat";"amikacine";"en liposomes";"sulfate";true;false
"02665";"amikacine (in liposomen)";"amikacine (en liposomes)";"amikacine";"in liposomen";;"amikacine";"en liposomes";;true;false
"02666";"relugolix";"rélugolix";"relugolix";;;"rélugolix";;;true;false
"02667";"ijzer(III) derisomaltose";"fer(III) dérisomaltose";"ijzer(III)";;"derisomaltose";"fer(III)";;"dérisomaltose";true;false
"02668";"elexacaftor";"élexacaftor";"elexacaftor";;;"élexacaftor";;;true;false
"00146";"atropine sulfaat";"atropine sulfate";"atropine";"watervrij";"sulfaat";"atropine";"anhydre";"sulfate";true;false
"02632";"pentetinezuur";"acide pentétique";"pentetinezuur";;;"acide pentétique";;;true;false
